Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2010-01-04,6.440331935882568,6.455077737084846,6.391279445583416,6.422877648415861,493729600
2010-01-05,6.451467514038086,6.487880807458352,6.417461362428547,6.4580882589483135,601904800
2010-01-06,6.348846435546875,6.477045280657176,6.342225692663006,6.451465539489639,552160000
2010-01-07,6.337108135223389,6.379841611717165,6.291065091462022,6.37231804159629,477131200
2010-01-08,6.379240989685059,6.37984327724476,6.291368480282735,6.328683790652659,447610800
2010-01-11,6.322965145111084,6.40993520655179,6.273009442174927,6.403916350344348,462229600
2010-01-12,6.251040935516357,6.312733411200337,6.211919573553115,6.295278325516592,594459600
2010-01-13,6.339215278625488,6.347641677883672,6.142102947856913,6.255555984254763,605892000
2010-01-14,6.302504062652588,6.333500785223477,6.290165803291028,6.322968183591853,432894000
2010-01-15,6.1971755027771,6.367806516336812,6.1953698453199975,6.3476433413991735,594067600
2010-01-19,6.471327304840088,6.475841447952822,6.2365978898712315,6.269399457778435,730007600
2010-01-20,6.371716499328613,6.486673435378662,6.3046074598444175,6.467413497838698,612152800
2010-01-21,6.261575222015381,6.419266090887947,6.235694935607777,6.3822513187179455,608154400
2010-01-22,5.951009273529053,6.244421752495472,5.933254447107368,6.222754668614511,881767600
2010-01-25,6.11110782623291,6.160159913204982,6.024438277446554,6.094255425129812,1065699600
2010-01-26,6.197474956512451,6.431302317713258,6.096360573968853,6.197775899349655,1867110000
2010-01-27,6.255856990814209,6.337109150378845,6.0045749318299,6.224860278743567,1722568400
2010-01-28,5.997352600097656,6.184234090635702,5.9795977756648,6.1670811518983895,1173502400
2010-01-29,5.779777526855469,6.084926817002744,5.725308063759404,6.051222013576542,1245952400
2010-02-01,5.860126972198486,5.898345917430051,5.756905966858612,5.789106054008692,749876400
2010-02-02,5.894133567810059,5.907976943396277,5.819501725788426,5.895638684340678,698342400
2010-02-03,5.995547294616699,6.024738350769651,5.8507969906922614,5.873367303805952,615328000
2010-02-04,5.779475688934326,5.969666750026578,5.765030432027498,5.920312925847301,757652000
2010-02-05,5.882093906402588,5.898344820199544,5.7433624677751185,5.796929491149744,850306800
2010-02-08,5.841769218444824,5.9549213272537,5.8381579039905835,5.88901644563536,478270800
2010-02-09,5.904064178466797,5.943486495831083,5.8607292013274135,5.910985463873022,632886800
2010-02-10,5.871862888336182,5.916402032892487,5.845982604178523,5.8950346865672,370361600
2010-02-11,5.978696346282959,6.011197781839873,5.839964866012881,5.864641785170748,550345600
2010-02-12,6.030154228210449,6.068072218787727,5.8832973508743995,5.9618414155335016,655468800
2010-02-16,6.12103796005249,6.1297649012161175,6.064461907644149,6.077101105995172,543737600
2010-02-17,6.095458984375,6.148423323825495,6.044600039695561,6.14481200928308,436396800
2010-02-18,6.106894016265869,6.13578413084111,6.046405702998772,6.067771843810248,422825200
2010-02-19,6.068975925445557,6.115019381625988,6.052123526278265,6.074694241849937,415469600
2010-02-22,6.0313591957092285,6.093954111565596,5.994344425549897,6.089139427109654,390563600
2010-02-23,5.930244445800781,6.0587442399448355,5.8896183633487045,6.018719641445511,575094800
2010-02-24,6.038582801818848,6.0620555459310665,5.953718103981422,5.9654548778304815,460566400
2010-02-25,6.0789055824279785,6.1047858598243305,5.925127426682063,5.939873222192933,665126000
2010-02-26,6.15775203704834,6.174303493267834,6.078907013299251,6.090342440678554,507460800
2010-03-01,6.289261341094971,6.304608623247241,6.182729578466092,6.191757462401463,550093600
2010-03-02,6.285046577453613,6.344631641264558,6.2516423303625235,6.317547192610955,566546400
2010-03-03,6.299490928649902,6.315741839699387,6.257661487008487,6.287754963144181,372052800
2010-03-04,6.3410210609436035,6.347340860512157,6.278426156309787,6.29798784248148,366041200
2010-03-05,6.588992595672607,6.6115629061473635,6.458988105561123,6.468317333298392,899620400
2010-03-08,6.592905044555664,6.623299065916412,6.5679271907112815,6.620891924997233,429889600
2010-03-09,6.711474895477295,6.771059980948153,6.557094807948825,6.569734007625535,920259200
2010-03-10,6.766244888305664,6.7855052333841055,6.716891861213809,6.735850861607487,596218000
2010-03-11,6.786104679107666,6.786104679107666,6.7205011534691295,6.738256779806535,405700400
2010-03-12,6.81920862197876,6.853213956339388,6.793628883259863,6.842380014475599,416323600
2010-03-15,6.736151218414307,6.7861057251506125,6.6281147386043004,6.7824952143483666,493502800
2010-03-16,6.754508018493652,6.770457588790943,6.696126708957758,6.746382962806636,446908000
2010-03-17,6.744577884674072,6.814695570352755,6.7189985421454095,6.768050626934482,450956800
2010-03-18,6.760526180267334,6.771058777827615,6.699135046559087,6.7439739223481565,342109600
2010-03-19,6.688302516937256,6.778282430330894,6.657606744547779,6.764740402337453,559445600
2010-03-22,6.763535499572754,6.801152952005805,6.625105010364175,6.634735181046002,456419600
2010-03-23,6.872174263000488,6.884813864251339,6.743975003927867,6.790319404928508,602431200
2010-03-24,6.902566909790039,6.927544759712446,6.846592354110239,6.850505012195758,597780400
2010-03-25,6.820714950561523,6.950719880599949,6.808677233821141,6.949214764214453,542284400
2010-03-26,6.948611259460449,6.980209049509128,6.87789090364488,6.889928616188539,640875200
2010-03-29,6.993449687957764,7.0379884205177055,6.970278296828022,7.0118076012700215,540744400
2010-03-30,7.097574234008789,7.146627515679935,7.049424182660503,7.120144545466245,527310000
2010-03-31,7.07199764251709,7.120449060071761,7.055747525328139,7.086744250198547,430659600
2010-04-01,7.101186275482178,7.184244097993573,7.004285080759327,7.144521245775737,603145200
2010-04-05,7.1770195960998535,7.177621481623719,7.065071299417368,7.071391499210692,684507600
2010-04-06,7.208620071411133,7.229685266675465,7.132182197041003,7.168294534341066,447017200
2010-04-07,7.240520477294922,7.280244135642127,7.182138359554928,7.208921875277468,628502000
2010-04-08,7.220958232879639,7.268806938557096,7.163479356423621,7.235704030091471,572989200
2010-04-09,7.276331901550293,7.279342134246399,7.2363076997630795,7.265498760339351,334182800
2010-04-12,7.291378974914551,7.3148517181560635,7.27693371532847,7.288670086949226,333026400
2010-04-13,7.295589447021484,7.3067247334738585,7.255865797227144,7.278436911167699,306210800
2010-04-14,7.393694877624512,7.39730619140972,7.344943748695448,7.381356623984528,404076400
2010-04-15,7.4908976554870605,7.494207624777777,7.388278160861373,7.396403215364516,376784800
2010-04-16,7.445157051086426,7.5577072859158285,7.359390332798962,7.480366165316401,750545600
2010-04-19,7.435225486755371,7.459901998363757,7.275728980941122,7.434021715282486,566924400
2010-04-20,7.360591411590576,7.500827538572539,7.311538941784699,7.479461002094893,738326400
2010-04-21,7.800858497619629,7.831855194817669,7.695831501264941,7.788218903856428,982391200
2010-04-22,8.019042015075684,8.027468416462876,7.709980480389631,7.771372029767588,793424800
2010-04-23,8.150246620178223,8.190872690813102,8.034988345964269,8.064780476328965,796955600
2010-04-26,8.110222816467285,8.199299474342899,8.07079971153427,8.18184559556133,479068800
2010-04-27,7.885728359222412,8.06027125460038,7.8399866373895595,8.043117908016562,709343600
2010-04-28,7.872486591339111,7.94471047961428,7.716300835817121,7.9221409665453475,758402400
2010-04-29,8.084346771240234,8.125273406216044,7.884826010492664,7.915220043767552,558840800
2010-04-30,7.857140064239502,8.142426755252243,7.85443197941902,8.104508746249499,542463600
2010-05-03,8.015430450439453,8.061474311934688,7.911005274038108,7.939895792179695,454342000
2010-05-04,7.784612655639648,7.923344522029681,7.726532684050014,7.911307609438487,723819600
2010-05-05,7.7036590576171875,7.768360560180566,7.48517938626697,7.6145823913937285,883103200
2010-05-06,7.410551071166992,7.771673775730095,5.996150932111706,7.63866020469741,1285860800
2010-05-07,7.097873687744141,7.420176593106852,6.777377242750421,7.3341093638539885,1676018400
2010-05-10,7.643472194671631,7.663334423631764,7.479161409384732,7.530922778240541,984306400
2010-05-11,7.71960973739624,7.821024661807859,7.538446165856317,7.578770899197833,848906800
2010-05-12,7.887231349945068,7.918528605137384,7.785214528593623,7.80146383655685,654379600
2010-05-13,7.774984359741211,7.974805654353575,7.71600034591585,7.921238613555784,599712400
2010-05-14,7.6383585929870605,7.718407808605986,7.508354456031485,7.678684143739345,759362800
2010-05-17,7.650396347045898,7.709380360533418,7.454486910060348,7.6648416083700175,762834800
2010-05-18,7.594420909881592,7.780700132014683,7.5312237089608605,7.7334533054527785,782678400
2010-05-19,7.473443031311035,7.611271632275471,7.368416796825539,7.508351595794417,1025726800
2010-05-20,7.155053615570068,7.338323379764085,7.108407878599599,7.279038043902915,1282915200
2010-05-21,7.292280197143555,7.357884125857998,6.962152748416716,7.006390138337344,1223891200
2010-05-24,7.425898551940918,7.550486533857595,7.4108522066532,7.441547586769642,754238800
2010-05-25,7.379550933837891,7.425894520034647,7.136996650790449,7.202901118109458,1048006400
2010-05-26,7.346147537231445,7.587498880664425,7.335313594665235,7.525806801985404,850654000
2010-05-27,7.624210834503174,7.640461745226503,7.496614305388153,7.5414535758945584,666282400
2010-05-28,7.730443954467773,7.806279953467251,7.62421312621644,7.805979412378519,815614800
2010-06-01,7.849313735961914,8.003091935391712,7.793038621358571,7.815007050360801,876472800
2010-06-02,7.943202495574951,7.968781423360194,7.834262829744094,7.960956912039629,688548000
2010-06-03,7.9182281494140625,7.991355259344417,7.836673835366834,7.980219971135441,650106800
2010-06-04,7.702756404876709,7.881511617733026,7.662732215354106,7.7704665301437315,758304400
2010-06-07,7.551687240600586,7.798755297929665,7.539950067450036,7.77287501595742,886942000
2010-06-08,7.503238677978516,7.637757358183465,7.392494087988883,7.620904553721893,1000770400
2010-06-09,7.318761825561523,7.5805772714908075,7.297396089573973,7.567636327743872,854630000
